exit_time,direction,entry_price,exit_price,notional,exit_reason,pnl_usdt,capital,drawdown
2021-05-14 00:00:00+00:00,short,48476.39,50062.54,1682.2676,TREND_EXIT,-56.7261,9943.2739,0.005673
2021-05-15 00:00:00+00:00,long,51241.26,49487.82,2163.3324,TREND_EXIT,-76.1911,9867.0828,0.013292
2021-05-16 04:00:00+00:00,short,48992.35,48703.748638,2815.3119,TRAIL_SL,13.769,9880.8518,0.011915
2021-05-17 03:00:00+00:00,short,47812.34,43778.24,2342.1663,TP,195.2749,10076.1266,0.0
2021-05-19 12:00:00+00:00,short,42990.79,33969.33,960.3338,TP,200.5622,10276.6888,0.0
2021-05-20 12:00:00+00:00,short,35060.39,41326.57,574.999,SL,-103.3419,10173.3469,0.010056
2021-05-24 00:00:00+00:00,short,37802.26,34966.858219,1017.1829,TRAIL_SL,75.2778,10248.6247,0.002731
2021-05-26 06:00:00+00:00,short,37135.02,39790.05,1433.441,SL,-103.9197,10144.705,0.012843
2021-05-28 13:00:00+00:00,short,38883.27,37029.975386,1955.9351,TRAIL_SL,91.2699,10235.9749,0.003962
2021-05-29 05:00:00+00:00,short,35046.99,37253.91,1625.5239,SL,-103.9853,10131.9896,0.01408
2021-05-31 09:00:00+00:00,short,34834.73,36350.0,2329.2557,SL,-103.6492,10028.3405,0.024166
2021-06-02 14:00:00+00:00,short,36184.73,37893.76,2123.2675,SL,-102.4067,9925.9338,0.034131
2021-06-05 12:00:00+00:00,short,37938.69,35221.37,2771.6789,TP,195.747,10121.6808,0.015083
2021-06-07 01:00:00+00:00,short,34965.2,36525.68,2267.9342,SL,-103.4847,10018.1961,0.025153
2021-06-07 21:00:00+00:00,short,35799.65,33800.95,3588.8119,TP,196.7751,10214.9712,0.006006
2021-06-09 15:00:00+00:00,short,32687.13,36096.03,979.4893,SL,-103.1292,10111.842,0.016041
2021-06-10 10:00:00+00:00,short,36405.46,37661.7,2930.3816,SL,-104.0488,10007.7932,0.026166
2021-06-13 08:00:00+00:00,short,36227.79,35647.315466,2893.7914,TRAIL_SL,43.4732,10051.2663,0.021935
2021-06-15 18:00:00+00:00,short,39786.78,40860.0,3726.2399,SL,-104.2389,9947.0274,0.032079
2021-06-18 17:00:00+00:00,short,39079.6,36248.8,2746.4028,TP,196.1941,10143.2216,0.012987
2021-06-22 01:00:00+00:00,short,35260.0,32723.620214,1305.2919,TRAIL_SL,92.5891,10235.8107,0.003978
2021-06-22 18:00:00+00:00,short,29860.88,33240.0,904.5264,SL,-103.2626,10132.548,0.014026
2021-06-24 17:00:00+00:00,short,33488.23,34867.77,2459.6684,SL,-103.7851,10028.7629,0.024125
2021-06-26 05:00:00+00:00,short,33749.99,32634.227976,1934.1069,TRAIL_SL,62.0067,10090.7696,0.018091
2021-06-27 01:00:00+00:00,short,30700.0,32720.52,1533.2025,SL,-102.4409,9988.3287,0.02806
2021-06-29 06:00:00+00:00,short,34185.0,35279.38,3120.0407,SL,-103.0033,9885.3254,0.038083
2021-07-01 12:00:00+00:00,short,35113.99,33817.555177,2300.2712,TRAIL_SL,82.6275,9967.9529,0.030042
2021-07-05 18:00:00+00:00,short,34836.66,33980.810672,3103.5239,TRAIL_SL,73.1423,10041.0951,0.022925
2021-07-08 07:00:00+00:00,short,34225.06,32496.06,3975.2121,TP,196.8467,10237.9418,0.00377
2021-07-11 21:00:00+00:00,short,32476.39,34523.18,1624.4529,SL,-104.0039,10133.938,0.013891
2021-07-13 07:00:00+00:00,short,33764.63,33299.114587,3809.9172,TRAIL_SL,48.7177,10182.6557,0.00915
2021-07-15 22:00:00+00:00,short,32344.43,31828.574705,3321.5224,TRAIL_SL,49.6528,10232.3085,0.004319
2021-07-16 15:00:00+00:00,short,31459.41,32042.81,5517.6961,SL,-107.8408,10124.4677,0.014812
2021-07-20 03:00:00+00:00,short,31305.62,29551.18,3613.1499,TP,198.8762,10323.3439,0.0
2021-07-21 09:00:00+00:00,short,29582.94,31050.0,2081.6794,SL,-105.3151,10218.0288,0.010202
2021-07-23 21:00:00+00:00,short,32162.99,32617.5,7230.6959,SL,-109.411,10108.6178,0.0208
2021-07-28 11:00:00+00:00,short,37748.34,40578.93,1348.0707,SL,-102.4342,10006.1835,0.030723
2021-07-30 00:00:00+00:00,short,38958.03,39900.0,2013.5705,TREND_EXIT,-50.6999,9955.4837,0.035634
2021-07-31 00:00:00+00:00,long,39857.82,41893.87,2580.3012,TREND_EXIT,129.2288,10084.7124,0.023116
2021-08-04 11:00:00+00:00,short,40266.81,38228.976056,2582.0348,TRAIL_SL,128.0903,10212.8027,0.010708
2021-08-05 17:00:00+00:00,short,38889.08,39975.32,3656.3421,SL,-105.7844,10107.0184,0.020955
2021-08-08 11:00:00+00:00,long,42213.52,44105.888625,2053.8124,TRAIL_SL,90.0155,10197.0339,0.012235
2021-08-14 09:00:00+00:00,long,44861.31,47288.077275,2203.1985,TRAIL_SL,116.9786,10314.0124,0.000904
2021-08-17 00:00:00+00:00,long,46855.07,45480.0,3514.4667,SL,-106.6546,10207.3578,0.011235
2021-08-17 20:00:00+00:00,long,46857.18,45240.0,2957.5434,SL,-105.0311,10102.3267,0.021409
2021-08-18 20:00:00+00:00,long,45827.23,44677.03,4025.0535,SL,-105.0483,9997.2784,0.031585
2021-08-19 23:00:00+00:00,long,44987.9,47086.94,4285.3548,TP,195.6602,10192.9386,0.012632
2021-08-21 11:00:00+00:00,long,47162.7,48528.412438,2210.4401,TRAIL_SL,61.7983,10254.7369,0.006646
2021-08-22 15:00:00+00:00,long,49514.47,48250.0,4015.5786,SL,-106.5629,10148.174,0.016968
2021-08-24 16:00:00+00:00,long,49283.09,48075.81,4142.646,SL,-105.6244,10042.5496,0.0272
2021-08-26 05:00:00+00:00,long,48811.99,47130.57,2915.3741,SL,-103.3409,9939.2087,0.03721
2021-09-01 01:00:00+00:00,long,48150.01,46597.44,3082.4568,SL,-102.4745,9836.7342,0.047137
2021-09-02 06:00:00+00:00,long,47688.05,49962.17,4125.505,TP,192.6092,10029.3434,0.028479
2021-09-06 11:00:00+00:00,long,49995.54,51448.281977,2701.2802,TRAIL_SL,75.791,10105.1343,0.021137
2021-09-07 09:00:00+00:00,long,52619.61,51040.0,3366.1994,SL,-104.4175,10000.7168,0.031252
2021-09-10 14:00:00+00:00,long,46681.95,45500.0,3949.8537,SL,-103.957,9896.7598,0.041322
2021-09-13 03:00:00+00:00,long,45674.74,44737.4,4822.497,SL,-103.7901,9792.9697,0.051376
2021-09-13 14:00:00+00:00,long,46169.0,44180.0,2273.1605,SL,-100.2029,9692.7668,0.061083
2021-09-16 03:00:00+00:00,long,46533.32,47664.469336,2946.1225,TRAIL_SL,68.6693,9761.4361,0.054431
2021-09-20 00:00:00+00:00,long,47917.73,46998.36,4005.5994,TREND_EXIT,-80.8587,9680.5774,0.062263
2021-09-21 00:00:00+00:00,short,45954.95,42264.85,2411.1566,TP,191.2004,9871.7778,0.043742
2021-09-23 00:00:00+00:00,short,41673.94,43179.34,1590.8211,TREND_EXIT,-59.0565,9812.7213,0.049463
2021-09-24 00:00:00+00:00,long,44053.95,44631.38,3513.3461,TREND_EXIT,42.5373,9855.2586,0.045342
2021-09-30 00:00:00+00:00,short,42357.05,42305.62,1503.0522,TREND_EXIT,0.322,9855.5805,0.045311
2021-10-01 10:00:00+00:00,long,42305.62,45142.86,2939.0989,TP,194.1725,10049.753,0.026502
2021-10-06 08:00:00+00:00,long,47086.56,51001.856522,1236.6448,TRAIL_SL,101.5917,10151.3447,0.016661
2021-10-07 01:00:00+00:00,long,52706.47,54464.518265,2329.8434,TRAIL_SL,75.3831,10226.7278,0.009359
2021-10-11 11:00:00+00:00,long,54851.88,55973.378314,4656.8534,TRAIL_SL,90.5569,10317.2847,0.000587
2021-10-12 17:00:00+00:00,long,57227.44,55674.71,3802.54,SL,-106.9754,10210.3093,0.010949
2021-10-15 20:00:00+00:00,long,56937.86,62271.1,2180.1125,TP,202.0261,10412.3354,0.0
2021-10-17 20:00:00+00:00,long,62618.88,58901.92,1754.1453,SL,-105.8775,10306.4579,0.010168
2021-10-20 13:00:00+00:00,long,61341.8,66325.4,2537.1887,TP,203.592,10510.0499,0.0
2021-10-21 14:00:00+00:00,long,66140.27,63518.81,2651.719,SL,-107.7522,10402.2977,0.010252
