exit_time,direction,level,profit_level,exit_reason,notional,entry_capital,peak_loss_ratio,pnl_usdt,capital,drawdown
2025-06-01 16:00:00+00:00,long,0,1,TP1,250.0,10000.0,9.5e-05,3.1815,10003.1815,0.0
2025-06-01 20:00:00+00:00,long,0,1,TP2,250.0,10000.0,9.5e-05,6.5151,10009.6966,0.0
2025-06-02 20:00:00+00:00,long,1,3,TP,250.0,10000.0,0.000809,72.6592,10082.3558,0.0
2025-06-04 01:00:00+00:00,long,1,0,TP1,252.05889378510074,10082.35575140403,0.000367,3.2102,10085.566,0.0
2025-06-09 11:00:00+00:00,long,6,4,TP2,252.05889378510074,10082.35575140403,0.017814,52.3221,10137.8881,0.0
2025-06-09 21:00:00+00:00,long,6,4,TP,252.05889378510074,10082.35575140403,0.017814,104.4732,10242.3613,0.0
2025-06-12 13:00:00+00:00,long,0,0,TP1,256.05903373569544,10242.361349427818,0.0,1.6217,10243.9831,0.0
2025-06-12 14:00:00+00:00,long,0,0,TP2,256.05903373569544,10242.361349427818,0.0,3.3288,10247.3118,0.0
2025-06-13 22:00:00+00:00,long,4,1,TP,256.05903373569544,10242.361349427818,0.00247,108.3095,10355.6213,0.0
2025-06-15 05:00:00+00:00,long,3,1,TP1,258.89053249458055,10355.62129978322,0.00238,8.3848,10364.0061,0.0
2025-06-16 02:00:00+00:00,long,4,2,TP2,258.89053249458055,10355.62129978322,0.00238,27.2048,10391.2109,0.0
2025-06-16 05:00:00+00:00,long,4,2,TP,258.89053249458055,10355.62129978322,0.00238,54.8305,10446.0414,0.0
2025-06-17 03:00:00+00:00,long,1,0,TP1,261.1510345368688,10446.041381474752,0.00029,3.326,10449.3674,0.0
2025-06-30 02:00:00+00:00,long,10,1,TP2,261.1510345368688,10446.041381474752,0.054644,60.2796,10509.647,0.0
2025-07-10 21:00:00+00:00,long,10,5,TP,261.1510345368688,10446.041381474752,0.054644,203.2849,10712.9318,0.0
2025-07-15 00:00:00+00:00,long,0,0,TP1,267.82329569158946,10712.931827663579,0.0,1.6962,10714.628,0.0
2025-08-13 17:00:00+00:00,long,10,7,TP2,267.82329569158946,10712.931827663579,0.094257,101.0975,10815.7255,0.0
2025-08-15 03:00:00+00:00,long,10,9,TP,267.82329569158946,10712.931827663579,0.094257,238.4621,11054.1876,0.0
2025-08-15 21:00:00+00:00,long,0,0,TP1,276.3546907696362,11054.187630785447,0.000399,1.7502,11055.9379,0.0
2025-08-24 18:00:00+00:00,long,9,4,TP2,276.3546907696362,11054.187630785447,0.022457,77.5342,11133.4721,0.0
2025-08-26 19:00:00+00:00,long,10,8,TP,276.3546907696362,11054.187630785447,0.022457,263.4321,11396.9042,0.0
2025-08-28 01:00:00+00:00,long,0,0,TP1,284.9226056677324,11396.904226709295,0.0,1.8045,11398.7087,0.0
2025-09-08 03:00:00+00:00,long,7,5,TP2,284.9226056677324,11396.904226709295,0.024584,73.3495,11472.0582,0.0
2025-09-08 08:00:00+00:00,long,7,5,TP,284.9226056677324,11396.904226709295,0.024584,145.6443,11617.7025,0.0
2025-09-11 19:00:00+00:00,long,0,1,TP1,290.44256205043484,11617.702482017394,0.0,3.6909,11621.3933,0.0
2025-09-11 22:00:00+00:00,long,0,1,TP2,290.44256205043484,11617.702482017394,0.0,7.5637,11628.957,0.0
2025-09-18 01:00:00+00:00,long,4,5,TP,290.44256205043484,11617.702482017394,0.007513,199.9581,11828.9151,0.0
