exit_time,direction,level,profit_level,exit_reason,notional,entry_capital,peak_loss_ratio,pnl_usdt,capital,drawdown
2023-06-24 15:00:00+00:00,short,10,0,TP,276.48297971597503,11059.319188639001,0.01421,132.4478,11227.2199,0.0
2023-06-25 13:00:00+00:00,short,1,0,TP1,280.6804985652111,11227.219942608444,0.000349,3.5373,11230.7573,0.0
2023-06-25 15:00:00+00:00,short,1,0,TP2,280.6804985652111,11227.219942608444,0.000349,7.2801,11238.0373,0.0
2023-06-28 08:00:00+00:00,short,2,4,TP,280.6804985652111,11227.219942608444,0.000349,124.9648,11363.0021,0.0
2023-06-29 14:00:00+00:00,short,0,0,TP1,284.0750530214142,11363.002120856567,0.0,1.7991,11364.8013,0.0
2023-06-29 19:00:00+00:00,short,0,0,TP2,284.0750530214142,11363.002120856567,0.0,3.693,11368.4942,0.0
2023-06-30 13:00:00+00:00,short,0,0,TP,284.0750530214142,11363.002120856567,0.000115,7.4806,11375.9749,0.0
2023-07-02 15:00:00+00:00,short,0,2,TP1,284.3993720402803,11375.974881611211,0.000326,5.4032,11381.3781,0.0
2023-07-05 10:00:00+00:00,short,4,3,TP2,284.3993720402803,11375.974881611211,0.004983,38.0612,11419.4392,0.0
2023-07-05 16:00:00+00:00,short,4,3,TP,284.3993720402803,11375.974881611211,0.004983,77.9087,11497.3479,0.0
2023-07-06 11:00:00+00:00,short,0,0,TP1,287.4336983730462,11497.347934921847,2.5e-05,1.8204,11499.1683,0.0
2023-07-06 14:00:00+00:00,short,0,0,TP2,287.4336983730462,11497.347934921847,2.5e-05,3.7366,11502.905,0.0
2023-07-24 09:00:00+00:00,short,10,8,TP,287.4336983730462,11497.347934921847,0.060799,402.6749,11905.5799,0.0
2023-07-26 16:00:00+00:00,short,0,5,TP1,297.63949777363774,11905.57991094551,0.000773,11.2972,11916.8771,0.0
2023-07-30 20:00:00+00:00,short,1,7,TP2,297.63949777363774,11905.57991094551,0.002586,40.5886,11957.4657,0.0
2023-08-04 20:00:00+00:00,short,4,10,TP,297.63949777363774,11905.57991094551,0.007005,222.8888,12180.3545,0.0
2023-08-07 14:00:00+00:00,short,1,4,TP1,304.50886209119756,12180.354483647901,0.000504,11.5173,12191.8717,0.0
2023-08-07 16:00:00+00:00,short,1,4,TP2,304.50886209119756,12180.354483647901,0.000504,23.6987,12215.5705,0.0
2023-08-15 19:00:00+00:00,short,6,8,TP,304.50886209119756,12180.354483647901,0.007464,263.4973,12479.0677,0.0
2023-08-21 15:00:00+00:00,short,8,0,TP1,311.9766931158024,12479.067724632094,0.019996,15.3823,12494.45,0.0
2023-08-29 03:00:00+00:00,short,10,1,TP2,311.9766931158024,12479.067724632094,0.038689,52.2373,12546.6874,0.0
2023-08-31 17:00:00+00:00,short,10,3,TP,311.9766931158024,12479.067724632094,0.038689,157.7253,12704.4127,0.0
2023-09-02 08:00:00+00:00,short,0,0,TP1,317.61031709369036,12704.412683747612,0.0,2.0115,12706.4242,0.0
2023-09-05 03:00:00+00:00,short,2,7,TP2,317.61031709369036,12704.412683747612,0.000649,59.661,12766.0852,0.0
2023-09-10 04:00:00+00:00,short,5,10,TP,317.61031709369036,12704.412683747612,0.003375,271.493,13037.5782,0.0
2023-09-12 14:00:00+00:00,short,1,0,TP1,325.93945533489034,13037.578213395613,0.00041,4.1077,13041.6859,0.0
2023-09-12 16:00:00+00:00,short,1,0,TP2,325.93945533489034,13037.578213395613,0.00041,8.454,13050.1399,0.0
2023-10-09 09:00:00+00:00,short,10,10,TP,325.93945533489034,13037.578213395613,0.072225,504.2977,13554.4376,0.0
2023-10-11 02:00:00+00:00,short,0,1,TP1,338.8609402138681,13554.437608554723,0.00068,4.292,13558.7296,0.0
2023-10-17 07:00:00+00:00,short,2,9,TP2,338.8609402138681,13554.437608554723,0.007166,74.5992,13633.3289,0.0
2023-10-17 13:00:00+00:00,short,2,9,TP,338.8609402138681,13554.437608554723,0.007166,151.4198,13784.7487,0.0
2023-10-19 01:00:00+00:00,short,0,0,TP1,344.6187164730542,13784.748658922166,0.0,2.1826,13786.9312,0.0
2023-10-19 02:00:00+00:00,short,0,0,TP2,344.6187164730542,13784.748658922166,0.0,4.48,13791.4113,0.0
2024-01-11 20:00:00+00:00,short,10,1,MAX_SL,114.87290549101807,13784.748658922166,0.492872,-6896.28,6895.1313,0.500042
2024-01-17 00:00:00+00:00,long,3,0,TP1,172.37828197982174,6895.1312791928685,0.00262,4.4865,6899.6178,0.499716
2024-01-17 01:00:00+00:00,long,3,0,TP2,172.37828197982174,6895.1312791928685,0.00262,9.0856,6908.7035,0.499058
2024-01-26 17:00:00+00:00,long,10,5,TP,172.37828197982174,6895.1312791928685,0.054943,184.3715,7093.075,0.485689
2024-01-28 01:00:00+00:00,long,1,2,TP1,177.32687388080387,7093.074955232154,0.000531,4.5047,7097.5796,0.485362
2024-01-28 04:00:00+00:00,long,1,2,TP2,177.32687388080387,7093.074955232154,0.000531,9.2336,7106.8133,0.484693
2024-01-29 11:00:00+00:00,long,4,2,TP,177.32687388080387,7093.074955232154,0.002825,61.148,7167.9612,0.480259
2024-02-01 14:00:00+00:00,long,1,0,TP1,179.19903119400487,7167.961247760194,0.000436,2.2823,7170.2435,0.480094
2024-02-01 18:00:00+00:00,long,1,1,TP2,179.19903119400487,7167.961247760194,0.000436,8.2327,7178.4763,0.479497
2024-02-05 13:00:00+00:00,long,6,3,TP,179.19903119400487,7167.961247760194,0.007193,116.7005,7295.1768,0.471035
2024-02-07 23:00:00+00:00,long,0,1,TP1,182.3794198024026,7295.176792096104,0.000292,2.3121,7297.4889,0.470867
2024-02-08 00:00:00+00:00,long,0,1,TP2,182.3794198024026,7295.176792096104,0.000292,4.7438,7302.2327,0.470523
2024-02-09 15:00:00+00:00,long,1,4,TP,182.3794198024026,7295.176792096104,0.001022,67.3551,7369.5878,0.465639
2024-02-10 13:00:00+00:00,long,0,0,TP1,184.2396957706592,7369.587830826368,0.0,1.1669,7370.7547,0.465555
2024-02-11 07:00:00+00:00,long,0,1,TP2,184.2396957706592,7369.587830826368,3.5e-05,5.9918,7376.7465,0.46512
2024-02-14 08:00:00+00:00,long,2,6,TP,184.2396957706592,7369.587830826368,0.000642,115.2772,7492.0237,0.456762
2024-02-15 10:00:00+00:00,long,0,1,TP1,187.30059314206503,7492.0237256826,0.000141,2.3801,7494.4038,0.456589
2024-03-21 00:00:00+00:00,long,10,2,TP2,187.30059314206503,7492.0237256826,0.075276,50.3591,7544.7629,0.452938
2024-03-21 07:00:00+00:00,long,10,2,TP,187.30059314206503,7492.0237256826,0.075276,96.7643,7641.5271,0.445921
2024-03-26 04:00:00+00:00,long,7,2,TP1,191.03817810393278,7641.527124157311,0.014468,13.1271,7654.6542,0.444969
2024-03-26 11:00:00+00:00,long,7,2,TP2,191.03817810393278,7641.527124157311,0.014468,25.8831,7680.5374,0.443093
2024-03-26 18:00:00+00:00,long,7,2,TP,191.03817810393278,7641.527124157311,0.014468,51.3952,7731.9326,0.439366
2024-04-01 10:00:00+00:00,long,4,1,TP1,193.29831495393879,7731.932598157551,0.005069,7.6142,7739.5468,0.438814
2024-04-01 12:00:00+00:00,long,4,1,TP2,193.29831495393879,7731.932598157551,0.005069,15.3514,7754.8982,0.437701
2024-10-07 14:00:00+00:00,long,10,4,TP,193.29831495393879,7731.932598157551,0.187759,170.255,7925.1531,0.425356
2024-10-11 13:00:00+00:00,long,10,3,TP1,198.12882872408574,7925.153148963429,0.033309,18.9089,7944.0621,0.423985
2024-10-11 14:00:00+00:00,long,10,3,TP2,198.12882872408574,7925.153148963429,0.033309,37.4273,7981.4893,0.421271
2024-10-12 10:00:00+00:00,long,10,4,TP,198.12882872408574,7925.153148963429,0.033309,90.6163,8072.1057,0.414701
2024-10-13 16:00:00+00:00,long,1,0,TP1,201.80264131358166,8072.105652543266,0.000227,2.5702,8074.6758,0.414514
2024-10-13 17:00:00+00:00,long,1,0,TP2,201.80264131358166,8072.105652543266,0.000227,5.2611,8079.937,0.414133
2024-11-06 06:00:00+00:00,long,10,6,TP,201.80264131358166,8072.105652543266,0.098039,256.5456,8336.4825,0.395531
2024-11-08 22:00:00+00:00,long,0,0,TP1,208.41206295203511,8336.482518081404,5.8e-05,1.3199,8337.8025,0.395435
2024-11-09 15:00:00+00:00,long,0,1,TP2,208.41206295203511,8336.482518081404,7.2e-05,6.7806,8344.5831,0.394943
2024-11-09 18:00:00+00:00,long,0,1,TP,208.41206295203511,8336.482518081404,7.2e-05,13.728,8358.3111,0.393948
2024-11-11 00:00:00+00:00,long,0,0,TP1,208.9577770088472,8358.311080353888,0.0,1.3234,8359.6345,0.393852
2024-11-11 01:00:00+00:00,long,0,0,TP2,208.9577770088472,8358.311080353888,0.0,2.7165,8362.3509,0.393655
2024-11-11 03:00:00+00:00,long,0,0,TP,208.9577770088472,8358.311080353888,0.0,5.5026,8367.8535,0.393256
2024-11-12 14:00:00+00:00,long,1,0,TP1,209.19633713759896,8367.853485503958,0.000409,2.6643,8370.5178,0.393063
2024-11-12 16:00:00+00:00,long,1,0,TP2,209.19633713759896,8367.853485503958,0.000409,5.4539,8375.9717,0.392668
2024-11-12 22:00:00+00:00,long,1,0,TP,209.19633713759896,8367.853485503958,0.000409,11.033,8387.0048,0.391868
2024-11-15 06:00:00+00:00,long,0,0,TP1,209.67511924429888,8387.004769771955,0.0,1.3279,8388.3327,0.391771
2024-11-15 08:00:00+00:00,long,0,0,TP2,209.67511924429888,8387.004769771955,0.0,2.7258,8391.0585,0.391574
2024-11-15 12:00:00+00:00,long,0,0,TP,209.67511924429888,8387.004769771955,0.0,5.5214,8396.5799,0.391173
2024-11-16 18:00:00+00:00,long,0,0,TP1,209.91449833876948,8396.579933550778,0.0,1.3295,8397.9094,0.391077
2024-11-16 19:00:00+00:00,long,0,0,TP2,209.91449833876948,8396.579933550778,0.0,2.7289,8400.6383,0.390879
2024-12-05 03:00:00+00:00,long,10,10,TP,209.91449833876948,8396.579933550778,0.089086,338.4997,8739.138,0.366335
2024-12-08 02:00:00+00:00,long,0,2,TP1,218.47845016653142,8739.138006661256,0.000499,4.1593,8743.2973,0.366033
2024-12-11 16:00:00+00:00,long,10,2,TP2,218.47845016653142,8739.138006661256,0.03529,57.1714,8800.4687,0.361888
2024-12-11 17:00:00+00:00,long,10,2,TP,218.47845016653142,8739.138006661256,0.03529,109.8388,8910.3075,0.353923
