exit_time,direction,entry_price,exit_price,notional,exit_reason,peak_loss_ratio,pnl_usdt,capital,drawdown
2021-05-13 20:00:00+00:00,short,38.35,40.205581,959.7295,SL,0.006382,-47.3967,9952.6033,0.00474
2021-05-16 13:00:00+00:00,long,46.564,49.073603,749.1718,PARTIAL_TP,0.00246,39.628,9992.2314,0.000777
2021-05-16 13:00:00+00:00,long,46.564,51.583206,749.1718,TP,0.0,80.0052,10072.2366,0.0
2021-05-16 17:00:00+00:00,long,48.577,46.098359,1142.9783,SL,0.010269,-59.4634,10012.7732,0.005904
2021-05-20 00:00:00+00:00,short,46.722,33.783027,162.5527,PARTIAL_TP,0.000789,44.854,10057.6272,0.00145
2021-05-20 05:00:00+00:00,short,46.722,38.671234,162.5527,SL,0.0,27.8472,10085.4744,0.0
2021-05-21 04:00:00+00:00,long,47.087,43.513527,840.6807,SL,0.00635,-64.6407,10020.8338,0.006409
2021-05-21 21:00:00+00:00,short,39.863,35.297811,446.3635,PARTIAL_TP,0.0,50.6721,10071.5058,0.001385
2021-05-22 13:00:00+00:00,short,39.863,38.331597,446.3635,SL,0.000152,16.7014,10088.2073,0.0
2021-05-25 14:00:00+00:00,short,27.846,29.31786,1122.9876,SL,0.006612,-60.4809,10027.7264,0.005995
2021-05-28 09:00:00+00:00,short,31.03,29.181589,756.6974,PARTIAL_TP,0.001284,44.3186,10072.045,0.001602
2021-05-28 13:00:00+00:00,short,31.03,30.894645,756.6974,SL,0.001826,2.5441,10074.5891,0.00135
2021-06-01 11:00:00+00:00,short,31.081,32.052256,1761.4528,SL,0.006334,-56.8054,10017.7836,0.006981
2021-06-02 07:00:00+00:00,short,30.789,31.534427,1790.3154,SL,0.006327,-45.1353,9972.6483,0.011455
2021-06-05 09:00:00+00:00,long,41.714,40.458496,1394.0279,SL,0.007396,-43.3514,9929.2969,0.015752
2021-06-06 19:00:00+00:00,long,42.651,41.451507,1638.5471,SL,0.004786,-47.7201,9881.5768,0.020482
2021-06-11 20:00:00+00:00,short,37.814,36.341599,1252.7382,PARTIAL_TP,0.000262,47.5263,9929.1032,0.015771
2021-06-12 01:00:00+00:00,short,37.814,34.869199,1252.7382,TP,0.0,96.3054,10025.4086,0.006225
2021-06-15 02:00:00+00:00,long,38.79,40.473853,1067.7671,PARTIAL_TP,0.00179,45.2834,10070.692,0.001736
